code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
CCC,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014B,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass
CCC,2014B,F,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,Fail
CCC,2014B,M,Wales,HE Qualification,30-40%,0-35,0,90,N,Fail
CCC,2014B,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
CCC,2014B,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
CCC,2014B,M,North Region,Lower Than A Level,Unknown,35-55,0,120,N,Fail
CCC,2014B,F,South Region,Lower Than A Level,90-100%,35-55,0,30,Y,Fail
CCC,2014B,M,East Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Fail
CCC,2014B,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
CCC,2014B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail
CCC,2014B,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,90,N,Pass
CCC,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
CCC,2014B,F,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Fail
CCC,2014B,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014B,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
CCC,2014B,M,South West Region,No Formal quals,20-30%,0-35,0,60,N,Fail
CCC,2014B,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail
CCC,2014B,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
CCC,2014B,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail
CCC,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,N,Fail
CCC,2014B,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
CCC,2014B,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
CCC,2014B,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,45,N,Fail
CCC,2014B,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,150,Y,Fail
CCC,2014B,M,South West Region,HE Qualification,60-70%,35-55,0,60,N,Pass
CCC,2014B,M,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass
CCC,2014B,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Fail
CCC,2014B,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
CCC,2014B,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
CCC,2014B,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
CCC,2014B,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Fail
CCC,2014B,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
CCC,2014B,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
CCC,2014B,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,150,N,Fail
CCC,2014B,F,London Region,No Formal quals,10-20,0-35,0,60,N,Pass
CCC,2014B,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
CCC,2014B,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass
CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Fail
CCC,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
CCC,2014B,M,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
CCC,2014B,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
CCC,2014B,M,South Region,No Formal quals,50-60%,0-35,0,60,N,Fail
CCC,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014B,M,North Region,Lower Than A Level,Unknown,0-35,0,90,Y,Pass
CCC,2014B,M,North Region,A Level or Equivalent,Unknown,35-55,0,120,N,Fail
CCC,2014B,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
CCC,2014B,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
CCC,2014B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,75,N,Pass
CCC,2014B,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass
CCC,2014B,M,Scotland,Lower Than A Level,10-20,0-35,0,150,Y,Fail
CCC,2014B,M,Wales,Lower Than A Level,20-30%,0-35,0,120,Y,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
CCC,2014B,M,Scotland,HE Qualification,20-30%,0-35,0,120,Y,Fail
CCC,2014B,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
CCC,2014B,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
CCC,2014B,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014B,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
CCC,2014B,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail
CCC,2014B,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass
CCC,2014B,M,South Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Fail
CCC,2014B,F,North Western Region,HE Qualification,20-30%,0-35,0,30,N,Fail
CCC,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
CCC,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Fail
CCC,2014B,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
CCC,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
CCC,2014B,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
CCC,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014B,M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014B,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Fail
CCC,2014B,M,South Region,HE Qualification,70-80%,35-55,0,90,N,Fail
CCC,2014B,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,30,N,Fail
CCC,2014B,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Fail
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
CCC,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail
CCC,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail
CCC,2014B,M,West Midlands Region,HE Qualification,20-30%,0-35,0,30,N,Fail
CCC,2014B,F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass
CCC,2014B,M,London Region,Lower Than A Level,0-10%,35-55,0,150,N,Fail
CCC,2014B,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
CCC,2014B,M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,Fail
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
CCC,2014B,M,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
CCC,2014B,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
CCC,2014B,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
CCC,2014B,M,East Midlands Region,HE Qualification,60-70%,0-35,0,30,N,Fail
CCC,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
CCC,2014B,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail
CCC,2014B,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail
CCC,2014B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass
CCC,2014B,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail
CCC,2014B,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
CCC,2014B,M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Fail
CCC,2014B,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
CCC,2014B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014B,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Fail
CCC,2014B,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
CCC,2014B,M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
CCC,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014B,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass
CCC,2014B,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014B,M,North Region,Post Graduate Qualification,Unknown,0-35,0,30,N,Pass
CCC,2014B,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
CCC,2014B,M,Wales,HE Qualification,60-70%,35-55,0,60,N,Fail
CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014B,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail
CCC,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Pass
CCC,2014B,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
CCC,2014B,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,90,N,Fail
CCC,2014B,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
CCC,2014B,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
CCC,2014B,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
CCC,2014B,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,90,Y,Fail
CCC,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass
CCC,2014B,M,North Region,A Level or Equivalent,Unknown,35-55,0,60,N,Pass
CCC,2014B,M,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Fail
CCC,2014B,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
CCC,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
CCC,2014B,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Pass
CCC,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
CCC,2014B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
CCC,2014B,F,North Region,Lower Than A Level,Unknown,35-55,0,40,N,Pass
CCC,2014B,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
CCC,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
CCC,2014B,M,South East Region,HE Qualification,80-90%,0-35,0,150,N,Pass
CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014B,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Fail
CCC,2014B,F,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
CCC,2014B,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass
CCC,2014B,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail
CCC,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
CCC,2014B,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass
CCC,2014B,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014B,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
CCC,2014B,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
CCC,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
CCC,2014B,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail
CCC,2014B,F,Wales,HE Qualification,0-10%,35-55,0,30,N,Fail
CCC,2014B,M,Ireland,HE Qualification,50-60%,0-35,0,30,N,Fail
CCC,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
CCC,2014B,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
CCC,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
CCC,2014B,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
CCC,2014B,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
CCC,2014B,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail
CCC,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass
CCC,2014B,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
CCC,2014B,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Fail
CCC,2014B,F,Wales,HE Qualification,20-30%,0-35,0,90,N,Fail
CCC,2014B,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Fail
CCC,2014B,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass
CCC,2014B,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
CCC,2014B,F,Wales,HE Qualification,30-40%,0-35,0,90,N,Pass
CCC,2014B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
CCC,2014B,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
CCC,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
CCC,2014B,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass
CCC,2014B,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
CCC,2014B,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
CCC,2014B,M,North Western Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail
CCC,2014B,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail
CCC,2014B,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
CCC,2014B,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
CCC,2014B,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail
CCC,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
CCC,2014B,M,London Region,HE Qualification,10-20,0-35,0,90,N,Pass
CCC,2014B,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
CCC,2014B,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014B,M,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
CCC,2014B,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass
CCC,2014B,M,Ireland,Lower Than A Level,Unknown,35-55,0,30,N,Fail
CCC,2014B,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass
CCC,2014B,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,Fail
CCC,2014B,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail
CCC,2014B,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail
CCC,2014B,M,North Western Region,HE Qualification,20-30%,35-55,0,30,N,Pass
CCC,2014B,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Fail
CCC,2014B,M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Fail
CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014B,M,Ireland,HE Qualification,Unknown,35-55,0,30,N,Fail
CCC,2014B,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Fail
CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Fail
CCC,2014B,M,Wales,Lower Than A Level,50-60%,0-35,0,30,N,Fail
CCC,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
CCC,2014B,M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Pass
CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail
CCC,2014B,M,North Region,Lower Than A Level,Unknown,0-35,0,60,N,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
CCC,2014B,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
CCC,2014B,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014B,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Fail
CCC,2014B,M,North Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Fail
CCC,2014B,F,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Fail
CCC,2014B,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail
CCC,2014B,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
CCC,2014B,F,North Region,Lower Than A Level,Unknown,0-35,0,30,N,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail
CCC,2014B,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
CCC,2014B,F,Wales,HE Qualification,0-10%,0-35,0,90,N,Pass
CCC,2014B,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
CCC,2014B,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Fail
CCC,2014B,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
CCC,2014B,M,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
CCC,2014B,M,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Fail
CCC,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,Y,Pass
CCC,2014B,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014B,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
CCC,2014B,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Fail
CCC,2014B,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
CCC,2014B,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
CCC,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
CCC,2014B,M,North Region,A Level or Equivalent,Unknown,35-55,0,30,N,Fail
CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
CCC,2014B,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
CCC,2014B,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
CCC,2014B,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
CCC,2014B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
CCC,2014B,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
CCC,2014B,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
CCC,2014B,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Fail
CCC,2014B,F,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
CCC,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
CCC,2014B,M,London Region,HE Qualification,10-20,0-35,0,30,N,Fail
CCC,2014B,M,South East Region,HE Qualification,80-90%,35-55,0,30,N,Pass
CCC,2014B,F,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Fail
CCC,2014B,F,North Western Region,No Formal quals,0-10%,0-35,0,90,N,Fail
CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
CCC,2014B,F,North Western Region,Lower Than A Level,60-70%,0-35,0,210,N,Fail
CCC,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
CCC,2014B,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,120,N,Fail
CCC,2014B,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Fail
CCC,2014B,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Pass
CCC,2014B,M,London Region,HE Qualification,70-80%,35-55,0,30,N,Pass
CCC,2014B,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
CCC,2014B,M,Ireland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
CCC,2014B,M,North Region,Post Graduate Qualification,Unknown,35-55,0,60,N,Pass
CCC,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
CCC,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
CCC,2014B,F,North Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
CCC,2014B,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail
CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
CCC,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,0,150,N,Fail
CCC,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail
CCC,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
CCC,2014B,F,North Region,A Level or Equivalent,Unknown,0-35,0,120,N,Pass
CCC,2014B,F,South West Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass
CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,55_or_more,0,60,N,Pass
CCC,2014B,M,Yorkshire Region,Lower Than A Level,Unknown,0-35,0,120,N,Fail
CCC,2014B,M,South Region,A Level or Equivalent,60-70%,35-55,0,30,N,Fail
CCC,2014B,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
CCC,2014B,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
CCC,2014B,M,West Midlands Region,Lower Than A Level,Unknown,0-35,0,60,N,Fail
CCC,2014B,M,South East Region,HE Qualification,30-40%,35-55,0,60,N,Fail
CCC,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
CCC,2014B,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
CCC,2014B,M,London Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass
CCC,2014B,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Pass
CCC,2014B,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass
CCC,2014B,F,Yorkshire Region,HE Qualification,10-20,35-55,0,90,N,Pass
CCC,2014B,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
CCC,2014B,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
CCC,2014B,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
CCC,2014B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
CCC,2014B,M,Ireland,Lower Than A Level,Unknown,0-35,0,60,N,Fail
CCC,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
